value,price,exponential moving average
1875,41922.2,40356.84034461602
1876,41833.6,40369.09561146568
1877,41882.0,40381.65083460705
1878,41874.6,40394.04045423687
1879,41848.7,40406.11231768719
1880,41850.1,40418.09561795535
1881,41760.7,40429.237563034556
1882,41753.2,40440.224803175355
1883,41587.9,40449.74907866768
1884,41620.0,40459.460704570854
1885,41473.8,40467.878458059895
1886,41416.4,40475.75000612579
1887,41334.2,40482.874072465
1888,41290.4,40489.57553244454
1889,41037.3,40494.120963710564
1890,41220.0,40500.1448561279
1891,41364.5,40507.31792786128
1892,41273.2,40513.67379567986
1893,41343.0,40520.55617081945
1894,41426.1,40528.07105736867
1895,41261.0,40534.15345523283
1896,41404.9,40541.37956763754
1897,41215.0,40546.96977869449
1898,40785.4,40548.94845273022
1899,40811.3,40551.12564399387
1900,40840.8,40553.52958055824
1901,40918.9,40556.56170022166
1902,40832.8,40558.85413424472
1903,41076.4,40563.14912068252
1904,41135.3,40567.89726075985
1905,41308.4,40574.04251170791
1906,41306.3,40580.11933733689
1907,41218.7,40585.4187619233
1908,41203.1,40590.54474730153
1909,41085.0,40594.64811039446
1910,41016.7,40598.15061570239
1911,41198.3,40603.131108518144
1912,40768.6,40604.50429433957
1913,41035.7,40608.08268193842
1914,40924.3,40610.70689204681
1915,41168.0,40615.33173111696
1916,41104.3,40619.389559074494
1917,41278.0,40624.85520588716
1918,41098.1,40628.78254857689
1919,40982.0,40631.713813733935
1920,41106.5,40635.6539480598
1921,41148.9,40639.9132513954
1922,41815.9,40649.6724775249
1923,42230.0,40662.78722874876
1924,42992.4,40682.12011481724
1925,42850.0,40700.110819258596
1926,42241.5,40712.90243071703
1927,42197.9,40725.22606199739
1928,42535.8,40740.25157185633
1929,42448.0,40754.423757982004
1930,42802.7,40771.42190106929
1931,42977.0,40789.72545375751
1932,42937.9,40807.552628415135
1933,42816.2,40824.22190120837
1934,42739.5,40840.11632526474
1935,42567.2,40854.448969868354
1936,42506.9,40868.162256425465
1937,42611.9,40882.63310906924
1938,42548.4,40896.45690069522
1939,42268.2,40907.84066085543
1940,42566.7,40921.607128400196
1941,42805.0,40937.23694476202
1942,42523.1,40950.39763401711
1943,42349.8,40962.010931660116
1944,42386.4,40973.831587828914
1945,42314.4,40984.95663689257
1946,42300.9,40995.87732870259
1947,42058.7,41004.69743385859
1948,41933.9,41012.408658473876
1949,42000.1,41020.60526711725
1950,42207.1,41030.45169643578
1951,42094.1,41039.278653311834
1952,42208.9,41048.98505452917
1953,42150.1,41058.12293789407
1954,42142.0,41067.117768284996
1955,42028.8,41075.098533693425
1956,42335.9,41085.56161640137
1957,42011.7,41093.24741211588
1958,42364.0,41103.79307674563
1959,42588.7,41116.11595577679
1960,42561.5,41128.1108441106
1961,42149.0,41136.5829532881
1962,42069.4,41144.324173592766
1963,42192.8,41153.025217795315
1964,42332.4,41162.81256038623
1965,42358.3,41172.73361797638
1966,42461.1,41183.4254551716
1967,42867.9,41197.4044970374
1968,43030.1,41212.6135883483
1969,42809.5,41225.8657577396
1970,42925.9,41239.973925725164
1971,42696.4,41252.06044916313
1972,42873.9,41265.51969854767
1973,42986.6,41279.802522626116
1974,43184.0,41295.60499131802
1975,43061.0,41310.25557230293
1976,43019.1,41324.436853860585
1977,43004.1,41338.375967106556
1978,42981.6,41352.012681072476
1979,42949.5,41365.269837246145
1980,42799.5,41377.17216224826
1981,42968.9,41390.38152189765
1982,43564.8,41408.426488520905
1983,43967.0,41429.6594637199
1984,43974.8,41450.7809619463
1985,43790.5,41470.19771744882
1986,43972.2,41490.96122186833
1987,43891.1,41510.879386002205
1988,43849.0,41530.2828765748
1989,44002.7,41550.80086100156
1990,43926.8,41570.51869617997
1991,43973.4,41590.45961986312
1992,43951.3,41610.0516562128
1993,44106.8,41630.771559480745
1994,43929.2,41649.84565442281
1995,43961.8,41669.031997539634
1996,44082.6,41689.06160751856
1997,44047.2,41708.631220734176
1998,44083.6,41728.34050520941
1999,43902.4,41746.38249271805
2000,43992.9,41765.02579153366
2001,44095.2,41784.36333683214
2002,44205.5,41804.45575727337
2003,44554.5,41827.27770119641
2004,44808.9,41852.02145471345
2005,44969.9,41877.89596546272
2006,44855.1,41902.60305288626
2007,44320.2,41922.66609809053
2008,44139.7,41941.06471968314
2009,44328.8,41960.87995022519
2010,44437.3,41981.43115395777
2011,44428.8,42001.74126886269
2012,44525.1,42022.682005220675
2013,44501.3,42043.25144916076
2014,44280.0,42061.813677798425
2015,44290.6,42080.309829849895
2016,44128.2,42097.30476902126
2017,44276.6,42115.390206622746
2018,44262.8,42133.211034783555
2019,44374.0,42151.806793831
2020,44377.0,42170.273127492146
2021,44478.8,42189.43102684906
2022,44423.2,42207.968528700934
2023,44482.8,42226.84679817229
2024,44484.2,42245.580019764224
2025,44455.7,42263.92126441349
2026,44412.9,42281.755112841594
2027,44323.6,42298.69988368938
2028,44330.7,42315.56295519404
2029,44240.5,42331.53753647874
2030,44249.3,42347.45257766979
2031,44193.6,42362.77330316631
2032,44281.5,42378.69634629356
2033,44344.6,42395.010899436355
2034,44404.1,42411.68383803024
2035,44340.9,42427.693930660695
2036,44541.1,42445.23257024028
2037,44417.4,42461.59910492709
2038,44345.6,42477.233967126864
2039,44489.2,42493.93078067768
2040,44680.0,42512.07243395006
2041,44699.9,42530.22867931147
2042,44675.1,42548.02844130888
2043,44691.0,42565.812437646564
2044,44565.6,42582.40818505199
2045,44617.5,42599.29691380674
2046,44641.6,42616.24548713615
2047,44719.9,42633.70320093585
2048,44587.8,42649.91977188244
2049,44520.0,42665.43910987512
2050,44514.1,42680.78069402554
2051,44556.5,42696.346829344824
2052,44423.0,42710.67590130047
2053,44599.6,42726.35161996188
2054,44595.3,42741.86156502444
2055,44836.1,42759.24113709893
2056,44931.6,42777.26901147985
2057,44894.5,42794.839393127324
2058,44816.4,42811.61582969888
2059,44813.6,42828.2298062159
2060,46114.2,42855.49926840498
2061,46558.3,42886.2279051817
2062,46595.0,42917.00609683995
2063,46820.8,42949.40272674169
2064,46915.9,42982.319716561266
2065,46799.0,43013.99341185951
2066,46910.1,43046.32624661586
2067,47042.8,43079.49200390536
2068,47111.7,43112.9543109269
2069,47069.5,43145.7887149856
2070,46900.5,43176.948144736765
2071,46984.5,43208.546085444344
2072,47015.7,43240.14072373941
2073,47135.3,43272.465696986386
2074,47209.0,43305.13403145123
2075,47250.0,43337.87150836865
2076,47200.0,43369.922367220366
2077,47698.8,43405.84666292808
2078,47582.0,43440.50353709465
2079,47410.9,43473.452885334525
2080,47449.6,43506.44995682553
2081,47574.0,43540.20555884357
2082,47958.1,43576.86858325151
2083,47923.0,43612.93606388843
2084,47913.7,43648.6270509101
2085,47611.5,43681.513963350684
2086,47528.5,43713.439158675574
2087,47121.9,43741.72514076126
2088,47392.5,43772.02202755992
2089,47519.9,43803.12474932291
2090,47397.3,43832.95192982646
2091,47328.0,43861.95647812665
2092,47579.2,43892.80497208411
2093,47616.2,43923.70451588424
2094,47546.8,43953.77169832503
2095,47330.1,43981.79102033063
2096,47528.0,44011.22014049386
2097,47575.0,44040.79507708727
2098,47596.4,44070.302171883224
2099,47873.3,44101.86231983441
2100,47822.0,44132.734831703
2101,47677.5,44162.15197002912
2102,47777.0,44192.15070886705
2103,47424.0,44218.97103493454
2104,47477.3,44246.01110933342
2105,47448.6,44272.588610500774
2106,47506.8,44299.42853904434
2107,47704.0,44327.68224411451
2108,47464.7,44353.71558648701
2109,47257.4,44377.81255257426
2110,47330.6,44402.31701271887
2111,47418.5,44427.347576928674
2112,47245.0,44450.73058458902
2113,46860.9,44470.731990526045
2114,47191.2,44493.308488529976
2115,47408.1,44517.497629704005
2116,47235.2,44540.05117634547
2117,47487.2,44564.50884293181
2118,47406.0,44588.089682409554
2119,47371.6,44611.18935309496
2120,47431.9,44634.597740206205
2121,47263.5,44656.41435647006
2122,47273.7,44678.134569279435
2123,47318.1,44700.04299609039
2124,47285.1,44721.49575130956
2125,46990.6,44740.326491962594
2126,47100.2,44759.91050447743
2127,47153.7,44779.775977469326
2128,47231.2,44800.11974529116
2129,47640.1,44823.68804616011
2130,47109.2,44842.654950341355
2131,47061.2,44861.06611257918
2132,47242.3,44880.82738965321
2133,46973.0,44898.189817954844
2134,47074.9,44916.25380286809
2135,47053.2,44933.987796205285
2136,47139.2,44952.28831241935
2137,47380.1,44972.43612725404
2138,47206.1,44990.972756903386
2139,47088.4,45008.37879211581
2140,47011.8,45025.00469425593
2141,47083.6,45042.088472726835
2142,47100.1,45059.16740656313
2143,47140.0,45076.43572684062
2144,47223.2,45094.25119798717
2145,47284.3,45112.425876842055
2146,47266.5,45130.30201064419
2147,47146.5,45147.033944165814
2148,47383.5,45165.5938284466
2149,46905.4,45180.03205393667
2150,46680.4,45192.483240211055
2151,46450.0,45202.919063943744
2152,45692.3,45206.98031652512
2153,45824.4,45212.104131325745
2154,45946.9,45218.20202235209
2155,45578.1,45221.18872756078
2156,45741.9,45225.50998293372
2157,45736.1,45229.74724448614
2158,45782.3,45234.3327445319
2159,45506.0,45236.587244577284
2160,45539.4,45239.10021350195
2161,44926.1,45236.50270135671
2162,44394.4,45229.514297196074
2163,44585.0,45224.1656308293
2164,44625.8,45219.199940946906
2165,44624.0,45214.26052234983
2166,44773.9,45210.60607818096
2167,44993.8,45208.80685761514
2168,45112.0,45208.0034812034
2169,45062.8,45206.79847306063
2170,45200.1,45206.742884072584
2171,45045.2,45205.40227922551
2172,45219.1,45205.515953256836
2173,45408.0,45207.196318789975
2174,46096.7,45214.57809207803
2175,46523.5,45225.44051455041
2176,46017.5,45232.01362231348
2177,46449.2,45242.11475407852
2178,46321.4,45251.07147811106
2179,46349.4,45260.18623762881
2180,46131.2,45267.414567607
2181,46294.8,45275.94058779283
2182,46360.4,45284.940250964675
2183,46266.2,45293.083485396506
2184,46883.3,45306.28030294508
2185,46736.0,45318.145196696576
2186,46480.0,45327.787145271715
2187,46587.5,45338.241193858674
2188,46521.7,45348.06242876441
2189,46534.9,45357.9117032145
2190,46620.1,45368.38629488907
2191,46578.0,45378.42458289829
2192,46540.0,45388.064212915735
2193,46661.9,45398.635464260835
2194,46710.1,45409.51898737901
2195,46534.5,45418.854929392466
2196,46710.1,45429.570656119504
2197,46726.1,45440.33023573677
2198,46603.3,45449.98143709995
2199,46284.1,45456.903582850166
2200,46300.7,45463.906042743525
2201,46350.5,45471.263668944826
2202,45824.0,45474.190941401714
2203,46099.0,45479.37607881747
2204,46159.4,45485.01943086048
2205,46207.7,45491.01677998197
2206,46100.0,45496.07058263772
2207,45794.6,45498.54800518845
2208,46058.0,45503.19076033212
2209,45831.7,45505.9169780887
2210,45763.9,45508.05791602988
2211,45930.2,45511.56116983876
2212,46350.0,45518.51916842931
2213,46337.9,45525.31900935521
2214,46412.2,45532.67901757633
2215,46363.7,45539.575457264495
2216,46270.6,45545.64205098015
2217,46357.5,45552.37946134546
2218,46170.1,45557.50577286956
2219,46237.1,45563.14555898683
2220,46359.4,45569.75347965914
2221,46416.2,45576.777932110104
2222,46620.0,45585.43537665691
2223,46397.9,45592.17782166391
2224,46276.6,45597.85767376629
2225,46380.0,45604.34848145287
2226,46577.5,45612.42442766488
2227,46388.0,45618.860739468495
2228,46351.9,45624.944052833904
2229,46963.6,45636.05323081868
2230,46684.5,45644.754033882426
2231,46392.4,45650.95856472158
2232,45846.9,45652.58463472389
2233,45840.2,45654.141608709586
2234,46022.1,45657.19520531781
2235,45990.2,45659.95873058488
2236,46062.9,45663.30264153439
2237,46215.0,45667.88104284946
2238,46189.5,45672.2098308756
2239,46158.3,45676.24377418784
2240,46145.7,45680.13967647674
2241,45890.2,45681.882915676106
2242,45985.2,45684.40006990286
2243,46149.9,45688.263139862174
2244,46002.6,45690.87174451062
2245,46150.8,45694.688576506385
2246,45890.1,45696.31024807065
2247,45627.0,45695.73505928998
2248,45685.8,45695.65261066517
2249,45373.0,45692.974995638906
2250,45488.8,45691.280597334844
2251,45905.6,45693.05918158933
2252,46293.6,45698.04292282095
2253,46442.6,45704.221819727
2254,46655.1,45712.11292495748
2255,46580.9,45719.32277620265
2256,46510.9,45725.89188179433
2257,46625.4,45733.356679455785
2258,46610.2,45740.6333875101
2259,46630.0,45748.0140232984
2260,46744.9,45756.28693596812
2261,46687.8,45764.01733483975
2262,46607.0,45771.013041604565
2263,46705.4,45778.76729022196
2264,46658.9,45786.07129611223
2265,46549.1,45792.40348452624
2266,46642.9,45799.46154689532
2267,46673.4,45806.714148165905
2268,46743.0,45814.48415523507
2269,46410.8,45819.432834444735
2270,45799.1,45819.26409722943
2271,45740.5,45818.61045326902
2272,45900.0,45819.285885192105
2273,45940.7,45820.29347120711
2274,45875.3,45820.74995692323
2275,46019.5,45822.39933487408
2276,45866.7,45822.76697524857
2277,45923.6,45823.60376383572
2278,45843.9,45823.77219733086
2279,45477.4,45820.89773926172
2280,44980.0,45813.91933478652
2281,45168.4,45808.56232785884
2282,45207.6,45803.5750886235
2283,45200.0,45798.56616672621
2284,45320.7,45794.60047239653
2285,45348.3,45790.896734036396
2286,45450.1,45788.06854537219
2287,45255.0,45783.6447400164
2288,45350.1,45780.046858356516
2289,45313.3,45776.17344044484
2290,45062.6,45770.251669154844
2291,44802.5,45762.220534970984
2292,44744.3,45753.77306165173
2293,44157.0,45740.52183292433
2294,44243.0,45728.09426584612
2295,44159.4,45715.07605617105
2296,43772.8,45698.95758267585
2297,43803.3,45683.22598447937
2298,43831.9,45667.86228336336
2299,43751.2,45651.956372298104
2300,43861.3,45637.096153440856
2301,43825.3,45622.060500715204
2302,43500.0,45604.45004012836
2303,43159.7,45584.1616580526
2304,42872.5,45561.658241803205
2305,43356.2,45543.35568377994
2306,43338.5,45525.058126238204
2307,43292.0,45506.52652353083
2308,43380.1,45488.8798303895
2309,43380.8,45471.385391963035
2310,43368.7,45453.93572066044
2311,43416.6,45437.028370281514
2312,43492.8,45420.89369500947
2313,43437.0,45404.42984691811
2314,43390.5,45387.71673615531
2315,43739.9,45374.04190846937
2316,43533.9,45358.77102126216
2317,43630.0,45344.42437378281
2318,43395.1,45328.24740802528
2319,43305.0,45311.45697310391
2320,43479.9,45296.25733017359
2321,43636.5,45282.48341042112
2322,43685.0,45269.22628668319
2323,43367.5,45253.44432579785
2324,43542.0,45239.24146832235
2325,43495.2,45224.768095141255
2326,43605.2,45211.32769601145
2327,43417.1,45196.43783961302
2328,43313.5,45180.81179945025
2329,43595.5,45167.65568493199
2330,43595.8,45154.61123941388
2331,43582.2,45141.56218348514
2332,43525.7,45128.152538808914
2333,43631.0,45115.72803641216
2334,43562.8,45102.84066681538
2335,43742.5,45091.551532650934
2336,43684.4,45079.87392657084
2337,43568.4,45067.330574483116
2338,43538.1,45054.63986432143
2339,43289.8,45039.993890343656
2340,43143.9,45024.258671336655
2341,42900.0,45006.629968669964
2342,43736.6,44996.090300880176
2343,43636.3,44984.80573406789
2344,43428.0,44971.88618440758
2345,42983.9,44955.388373748596
2346,42933.6,44938.6100469955
2347,42722.1,44920.215772746575
2348,42778.5,44902.44219786901
2349,42553.6,44882.94973149666
2350,42286.0,44861.39828144274
2351,42229.2,44839.55431230214
2352,42415.1,44819.43435950296
2353,42419.3,44799.5162320382
2354,42164.8,44777.65136704204
2355,42357.9,44757.57044283422
2356,42385.7,44737.88687069452
2357,42557.2,44719.78988421573
2358,42423.2,44700.73104700232
2359,42466.5,44682.18971051268
2360,42451.7,44663.679422458634
2361,42428.5,44645.13021563325
2362,42467.9,44627.061915088576
2363,42435.5,44608.87467927871
2364,42489.7,44591.28816741748
2365,42447.1,44573.494074741815
2366,42449.9,44555.870887399564
2367,42243.9,44536.68440700621
2368,42434.3,44519.23723350408
2369,42557.2,44502.954766835996
2370,42452.0,44485.93439532698
2371,42490.4,44469.37394391348
2372,42404.7,44452.239720312544
2373,42537.2,44436.347274500826
2374,42524.8,44420.483811641905
2375,42727.7,44406.43581320504
2376,42605.8,44391.49277741081
2377,42734.4,44377.740970129395
2378,42808.1,44364.71490398724
2379,42761.2,44351.40772636079
2380,42722.7,44337.89147966901
2381,42636.3,44323.77038855143
2382,42763.3,44310.82042682071
2383,42610.1,44296.706564357475
2384,42628.5,44282.86252647899
2385,42513.8,44268.181509661736
2386,42523.9,44253.70614443633
2387,42666.1,44240.53098971072
2388,42569.1,44226.66019311561
2389,42556.5,44212.79994255034
2390,42681.0,44200.08790983208
2391,42722.6,44187.82659937705
2392,42763.2,44176.003971996324
2393,43074.1,44166.859540693455
2394,43079.7,44157.83746981633
2395,43217.2,44150.03134973487
2396,43081.3,44141.16220990304
2397,42693.3,44129.14675587895
2398,42087.4,44112.202799398634
2399,42140.4,44095.83929068993
2400,42286.4,44080.82319699126
2401,42150.0,44064.79976797058
2402,41929.9,44047.082757448
2403,42105.1,44030.9667179671
2404,42251.9,44016.20267881385
2405,42278.2,44001.7794200685
2406,42234.8,43987.11569044137
2407,42282.6,43972.970332014476
2408,42180.0,43958.09091017203
2409,41372.0,43936.6295748179
2410,41584.1,43917.10650780697
2411,41055.1,43893.35541645587
2412,41133.5,43870.45205200396
2413,41130.1,43847.71054119895
2414,40801.8,43822.433275296884
2415,40575.7,43795.48943068861
2416,40756.0,43770.2654520107
2417,40442.0,43742.64499182804
2418,40494.2,43715.686942103326
2419,39961.7,43684.533523496655
2420,39813.7,43652.4104237166
2421,39368.4,43616.85846999282
2422,39740.7,43584.69117978541
2423,39505.6,43550.83980070006
2424,39522.0,43517.405445507524
2425,39479.4,43483.89502687261
2426,39464.9,43450.542371047944
2427,39719.8,43419.58185344589
2428,39892.0,43390.30731524302
2429,40079.2,43362.829246236855
2430,39908.7,43334.16427323904
2431,40154.9,43307.78033736154
2432,40153.9,43281.60705655356
2433,40189.2,43255.94392745354
2434,40132.1,43230.019911458076
2435,40354.5,43206.15667567834
2436,40588.0,43184.42923438641
2437,40380.8,43161.162601735894
2438,39975.5,43134.725567696594
2439,40163.9,43110.07141360783
2440,40074.1,43084.87663009242
2441,40002.3,43059.29508129497
2442,39654.4,43031.03869057883
2443,39281.1,42999.91886742051
2444,39495.8,42970.839042794614
2445,39669.1,42943.43871878802
2446,39809.3,42917.42926883957
2447,40060.7,42893.721972002735
2448,39917.0,42869.01888509814
2449,39860.7,42844.05358314712
2450,40037.4,42820.76185216665
2451,40059.3,42797.845156298055
2452,40112.9,42775.563453756164
2453,40161.2,42753.86749148433
2454,39929.9,42730.43207661724
2455,40112.0,42708.70234984033
2456,40143.9,42687.41768303668
2457,40062.3,42665.63247404882
2458,39788.1,42641.75253650484
2459,39697.7,42617.320565247544
2460,39681.0,42592.95275972682
2461,40496.4,42575.5539816378
2462,40621.0,42559.33361664496
2463,41134.5,42547.50927127861
2464,40988.9,42534.574754504516
2465,41020.2,42522.00732915593
2466,41344.2,42512.232994474136
2467,41041.5,42500.02774140796
2468,41217.9,42489.38767716391
2469,41200.0,42478.68736449035
2470,41260.3,42468.57626602986
2471,41129.8,42457.46608954828
2472,41172.3,42446.80081079684
2473,41444.1,42438.47964224251
2474,41395.3,42429.82254977577
2475,41303.9,42420.47879417597
2476,41271.0,42410.939551070776
2477,41291.8,42401.65208591666
2478,41177.7,42391.49480719536
2479,41245.0,42381.9803274676
2480,41158.2,42371.82447412762
2481,41166.9,42361.82510089835
2482,40929.9,42349.94190504027
2483,40913.5,42338.0212253304
2484,41125.0,42327.95465914508
2485,40586.2,42313.500263633505
2486,40418.2,42297.77163074028
2487,39943.2,42278.23161720717
2488,39929.2,42258.737578890104
2489,39956.3,42239.63021309019
2490,39637.4,42218.03494161226
2491,39752.6,42197.57490060303
2492,39887.6,42178.40498441546
2493,39942.2,42159.84726670247
2494,39822.9,42140.45351345182
2495,39915.9,42121.992488443924
2496,39835.9,42103.02076654813
2497,39919.9,42084.9035817635
2498,39991.9,42067.53425743351
2499,40180.0,42051.870072724516
2500,40082.0,42035.52260324133
2501,40107.1,42019.51909616049
2502,40020.3,42002.92806631683
2503,40225.6,41988.17845580798
2504,40140.9,41972.84834414153
2505,40095.5,41957.268689833305
2506,40247.3,41943.07807829942
2507,40207.6,41928.675770595684
2508,40139.6,41913.82866876502
2509,40025.0,41898.15374205328
2510,40434.8,41886.0097275964
2511,40397.9,41873.6602692761
2512,40364.6,41861.13694753937
2513,40416.9,41849.151578680125
2514,40372.4,41836.896378857055
2515,40296.6,41824.113836293924
2516,40380.9,41812.13695798443
2517,40405.8,41800.466111860085
2518,40446.4,41789.22904869112
2519,40529.5,41778.77486571443
2520,40533.9,41768.44395396576
2521,40554.6,41758.37056015692
2522,40508.0,41747.9940409855
2523,40417.2,41736.950107035416
2524,40517.0,41726.82603975712
2525,40438.0,41716.13038797491
2526,40409.1,41705.283662763504
2527,40376.0,41694.25226307252
2528,40359.8,41683.177970432924
2529,40313.4,41671.81051839614
2530,40402.9,41661.28014065012
2531,40403.3,41650.840471433105
2532,40435.1,41640.75133889009
2533,40416.2,41630.58908711507
2534,40480.4,41621.04394946266
2535,40039.8,41607.921593035586
2536,40185.2,41596.114774836125
2537,40131.5,41583.960295376906
2538,40166.8,41572.199629025235
2539,40189.5,41560.724943307185
2540,40261.0,41549.938844192606
2541,40465.1,41540.9360322076
2542,40390.0,41531.38469584074
2543,40361.0,41521.67195977567
2544,40356.4,41512.00165305554
2545,40369.7,41502.521971287446
2546,40143.9,41491.24710015643
2547,40215.8,41480.662476918624
2548,40267.1,41470.591419018885
2549,40345.9,41461.25788027184
2550,40314.0,41451.73706798743
2551,40271.9,41441.94588899999
2552,40366.1,41433.01770734854
2553,40406.5,41424.49888820042
2554,40404.0,41416.030017758916
2555,40454.6,41408.051345412365
2556,40410.8,41399.77540063716
2557,40285.7,41390.529961627726
2558,40345.1,41381.854194311316
2559,40430.7,41373.960798507906
2560,40175.2,41364.01257611365
2561,40083.8,41353.388405357524
2562,40106.6,41343.04161361182
2563,40357.8,41334.86533466069
2564,40246.1,41325.82993769255
2565,40189.0,41316.395664350704
2566,39983.4,41305.3334596673
2567,39649.1,41291.58878365347
2568,39707.7,41278.44447839494
2569,39732.3,41265.613403885436
2570,39774.5,41253.239018790955
2571,39788.4,41241.082678386054
2572,38798.4,41220.81145283928
2573,38890.3,41201.471108832324
2574,38953.1,41182.81242743122
2575,38902.1,41163.88535334465
2576,38851.8,41144.69792302645
2577,38952.4,41126.5045792669
2578,38902.9,41108.05142923149
2579,38975.3,41090.35224724617
2580,39366.8,41076.04890909475
2581,39312.4,41061.41281856285
2582,39329.0,41047.03594869926
2583,39239.2,41032.033160743245
2584,39441.0,41018.829566048276
2585,40189.5,41011.94716301053
2586,40640.1,41008.86129443783
2587,40670.4,41006.05248701511
2588,40649.8,41003.09603484072
2589,40790.6,41001.332582269424
2590,40903.9,41000.52401312196
2591,40785.6,40998.74041135332
2592,40860.0,40997.589038645
2593,40731.0,40995.37668147782
2594,40588.9,40992.00343100913
2595,40683.2,40989.440746934364
2596,40844.3,40988.23625940794
2597,40651.9,40985.44508713069
2598,40686.3,40982.96255528728
2599,40671.6,40980.378633666645
2600,40712.1,40978.15225496402
2601,40648.6,40975.417381478845
2602,40778.6,40973.78404221346
2603,40661.5,40971.19247339841
2604,40951.1,40971.02573088058
2605,41419.6,40974.74833892306
2606,41545.3,40979.483207479716
2607,41433.3,40983.24932194047
2608,41327.8,40986.1086636671
2609,41330.1,40988.96336355369
2610,41372.6,40992.14707008022
2611,41400.1,40995.53257157333
2612,41284.9,40997.933961020855
2613,41299.9,41000.43990325305
2614,41381.9,41003.60554720945
2615,41472.9,41007.50010698365
2616,41280.0,41009.7615168842
2617,41334.2,41012.45395242874
2618,41358.3,41015.32404410983
2619,41372.6,41018.28898980187
2620,41333.3,41020.903189056626
2621,41426.6,41024.269967570675
2622,41449.2,41027.79635788129
2623,41325.6,41030.26775740095
2624,41448.3,41033.736904642436
2625,41512.5,41037.710042363244
2626,41797.2,41044.01286358845
2627,42070.8,41052.533918662404
2628,42076.2,41061.029072864374
2629,41580.9,41065.34335441737
2630,41537.8,41069.2641564554
2631,41247.1,41070.7399725844
2632,41362.1,41073.15789812312
2633,41355.1,41075.49766660343
2634,40959.9,41074.538349868126
2635,41177.6,41075.393633271706
2636,41395.2,41078.04762801634
2637,41471.1,41081.30947342699
2638,41438.0,41084.26956078444
2639,41327.7,41086.2897304045
2640,41504.2,41089.75786542189
2641,41649.3,41094.401368613406
2642,41593.1,41098.53994646724
2643,41673.9,41103.31471869573
2644,41585.7,41107.317916050946
2645,41443.3,41110.10614911277
2646,41503.9,41113.374147875315
2647,41833.7,41119.351955776765
2648,41894.8,41125.787209255795
2649,41781.1,41131.22548967691
2650,42229.5,41140.3398009659
2651,42418.0,41150.9427901695
2652,42636.9,41163.274385271834
2653,42671.8,41175.793270041366
2654,42486.7,41186.672164065916
2655,42129.2,41194.493971833006
2656,41805.1,41199.561241776304
2657,41546.3,41202.438741844555
2658,41450.8,41204.49983112385
2659,41209.9,41204.544645803326
2660,40594.3,41199.4803748838
2661,40706.6,41195.3900813163
2662,40378.2,41188.608420890436
2663,40449.8,41182.47723067558
2664,40402.0,41176.00024120939
2665,40474.6,41170.17949231969
2666,40467.6,41164.34895711372
2667,40470.4,41158.59004460655
2668,40598.5,41153.94199444384
2669,40639.2,41149.67027664763
2670,40652.8,41145.54687186218
2671,40687.1,41141.742333506474
2672,40386.2,41135.4722726475
2673,40284.1,41128.406942584035
2674,40442.9,41122.71808828873
2675,40558.0,41118.03163112451
2676,40387.1,41111.96580845957
2677,40230.0,41104.646590132106
2678,39848.7,41094.223796853
2679,39414.6,41080.28501015713
2680,39359.1,41066.001317126786
2681,39314.8,41051.46852611329
2682,39503.4,41038.621484402815
2683,39482.6,41025.70844303847
2684,39602.2,41013.89509496346
2685,39583.6,41002.02542612559
2686,39683.5,40991.083306406705
2687,39674.2,40980.15481423736
2688,39544.9,40968.24398590344
2689,39588.1,40956.79050884201
2690,39478.6,40944.5233676898
2691,39438.7,40932.0269082069
2692,39511.4,40920.23747328402
2693,39540.0,40908.7832203937
2694,39562.1,40897.60742603359
2695,39578.2,40886.65798681339
2696,39613.6,40876.093190242325
2697,39496.3,40864.6426243482
2698,39571.5,40853.91115028722
2699,39583.2,40843.36582953795
2700,39670.0,40833.628353774155
2701,39681.0,40824.06297324491
2702,39694.4,40814.68817678644
2703,39759.9,40805.93474793344
2704,39798.0,40797.570144216144
2705,39795.0,40789.25006003177
2706,39659.3,40779.87288111035
2707,39734.9,40771.200906993254
2708,39768.9,40762.88305714269
2709,39863.8,40755.421786958934
2710,39785.6,40747.37347337421
2711,39415.1,40736.31726197692
2712,39540.5,40726.393467271715
2713,39455.0,40715.84248414083
2714,39520.5,40705.92262950065
2715,39750.1,40697.9904914965
2716,39677.5,40689.521690737194
2717,39641.3,40680.82275554435
2718,39722.2,40672.86737997967
2719,39725.7,40665.007069772364
2720,39690.8,40656.92236379915
2721,39730.1,40649.230891900406
2722,39671.8,40641.11943221659
2723,39591.2,40632.40640788284
2724,39570.2,40623.59141694605
2725,39564.6,40614.80310643198
2726,39729.9,40607.459512187736
2727,39640.0,40599.43080254302
2728,39460.5,40589.9790946381
2729,39392.8,40580.043998417044
2730,39635.7,40572.20711876213
2731,39675.9,40564.76888541142
2732,39479.1,40555.75918511755
2733,39605.1,40547.86989727425
2734,39528.3,40539.40873630102
2735,39433.4,40530.23024056409
2736,38837.4,40516.18185682497
2737,39069.3,40504.17453851108
2738,39066.6,40492.24445935331
2739,39226.2,40481.73786632963
2740,39123.1,40470.462863289555
2741,38955.3,40457.8888976191
2742,38610.2,40442.55537979654
2743,38437.2,40425.91342643723
2744,38403.8,40409.13240215145
2745,38566.0,40393.836697569284
2746,38404.1,40377.32435983012
2747,38810.6,40364.32249792282
2748,38782.2,40351.192850637155
