value,price,exponential moving average
3946,22372.7,27928.69029470838
3947,21980.0,27879.323570270964
3948,22141.4,27831.705947281163
3949,22397.8,27786.611292117002
3950,22499.8,27742.737339485328
3951,22672.6,27700.66151094188
3952,22474.9,27657.29419549838
3953,22347.8,27613.232003004618
3954,22281.8,27568.987754017027
3955,22182.0,27524.282461452574
3956,21981.5,27478.28426675172
3957,21468.6,27428.411368272456
3958,21580.6,27379.881813349035
3959,22122.7,27336.253748507967
3960,21799.8,27290.308074246488
3961,22152.8,27247.67315246851
3962,21974.0,27203.908230041387
3963,21442.3,27156.094053858473
3964,21133.7,27106.115679967534
3965,21210.4,27057.188578888963
3966,21321.3,27009.58784379445
3967,20707.5,26957.288359613583
3968,20255.4,26901.67102882841
3969,20232.6,26846.3260410373
3970,20566.7,26794.212961858568
3971,21163.8,26747.48754308796
3972,21183.6,26701.31420248142
3973,21547.0,26658.539810759583
3974,21202.4,26613.260642205565
3975,21408.8,26570.07009745697
3976,20714.6,26521.476984615005
3977,21110.0,26476.568461921102
3978,21529.1,26435.51063236159
3979,21617.3,26395.52548188556
3980,21674.2,26356.34435755456
3981,22197.5,26321.831126371537
3982,22460.3,26289.78522490787
3983,22567.5,26258.89489109121
3984,22658.9,26229.019414816594
3985,22359.0,26196.903071125173
3986,22445.0,26165.766946053594
3987,22197.5,26132.835270152736
3988,22084.9,26099.242446334043
3989,21931.9,26064.658691592682
3990,21788.4,26029.171067596064
3991,21748.9,25993.650145873275
3992,21773.8,25958.63064258802
3993,21266.5,25919.69179908107
3994,21232.9,25880.79726132936
3995,21028.1,25840.525914762315
3996,21128.6,25801.422795137732
3997,21004.5,25761.61430721128
3998,20914.7,25721.390951964713
3999,21067.0,25682.765300911065
4000,21170.2,25645.316626214706
4001,21051.8,25607.196156287613
4002,21014.8,25569.08498486614
4003,20862.2,25530.02369868468
4004,20698.4,25489.927236454932
4005,20675.5,25449.97348345531
4006,20356.6,25407.704823841574
4007,20387.4,25366.042543145795
4008,20353.6,25324.44550959272
4009,20866.1,25287.446791670787
4010,20568.5,25248.285407507545
4011,20369.0,25207.793412424497
4012,20519.1,25168.88309364919
4013,20793.8,25132.575350133433
4014,20881.5,25097.296716522367
4015,21087.5,25064.020395223426
4016,21056.8,25030.765454184228
4017,20963.4,24997.011384025023
4018,21108.4,24964.7407501327
4019,20963.9,24931.53875220629
4020,20645.1,24895.96664637885
4021,20791.0,24861.900533130894
4022,20535.5,24825.99679426674
4023,20656.0,24791.391011741704
4024,20564.8,24756.31556766086
4025,20582.9,24721.681413572387
4026,20512.6,24686.75127736017
4027,20506.6,24652.061225265898
4028,20641.0,24618.774410118465
4029,20547.0,24584.983751113334
4030,20441.7,24550.599653593723
4031,20457.3,24516.630361862655
4032,20561.4,24483.80687338247
4033,20381.9,24449.766152441538
4034,20464.2,24416.69091466194
4035,20450.0,24383.772317859766
4036,20482.7,24351.39827372815
4037,20416.5,24318.743516269828
4038,19419.8,24278.088383354727
4039,19244.9,24236.319185152613
4040,18997.6,24192.844337143048
4041,19156.5,24151.048948453063
4042,19382.8,24111.478417760507
4043,19237.0,24071.026314708553
4044,19147.3,24030.165515416367
4045,19190.4,23990.001486242785
4046,19070.5,23949.175747767742
4047,18946.6,23907.660596333986
4048,18866.2,23865.822749061506
4049,18609.9,23822.205132886724
4050,18203.7,23775.578534273558
4051,18059.4,23728.14136801403
4052,17798.0,23678.928576578226
4053,18503.9,23635.982281336914
4054,19173.6,23598.950063234533
4055,18959.7,23560.450062709766
4056,18960.1,23522.272883766116
4057,18473.9,23480.377673112456
4058,18367.8,23437.949642630196
4059,18299.8,23395.309396633264
4060,18496.2,23354.652887117634
4061,18114.9,23311.169460668527
4062,18250.1,23269.168884231443
4063,18297.2,23227.907731665207
4064,18657.9,23189.982356298693
4065,18994.4,23155.16424545804
4066,19888.2,23128.05250898121
4067,19685.4,23099.482778616224
4068,19338.5,23068.27130327501
4069,19172.9,23035.94457046775
4070,19460.0,23006.26868191615
4071,19816.3,22979.795912771617
4072,19514.1,22951.034950839905
4073,19438.9,22921.888602700154
4074,20237.4,22899.6106889848
4075,20111.2,22876.47035131688
4076,20634.0,22857.86063885782
4077,20387.1,22837.35640119095
4078,20683.0,22819.477924832518
4079,20564.2,22800.761925456318
4080,20054.2,22777.968880431785
4081,19788.6,22753.16083993028
4082,19936.3,22729.784401424633
4083,19966.7,22706.85424041696
4084,19850.1,22683.146736347113
4085,20094.3,22661.662531066224
4086,20126.4,22640.623007986836
4087,20076.7,22619.345638625953
4088,20554.3,22602.208330421592
4089,20643.3,22585.951829754194
4090,20876.3,22571.763847764534
4091,20791.0,22556.985724546572
4092,20542.4,22540.267170815896
4093,20516.8,22523.474912136928
4094,20832.7,22509.443585065255
4095,20815.4,22495.38513207716
4096,20269.9,22476.916375794364
4097,19968.7,22456.101302136318
4098,20036.8,22436.024112906973
4099,20064.3,22416.341755123514
4100,20446.0,22399.990371263568
4101,20412.5,22383.49667523648
4102,20483.1,22367.725748471035
4103,20570.1,22352.80769246713
4104,20666.4,22338.81260788234
4105,20661.0,22324.88885180033
4106,20424.8,22309.12047958622
4107,20604.4,22294.973421664345
4108,20649.1,22281.31472106962
4109,20880.0,22269.685553259915
4110,21179.9,22260.641689747383
4111,21107.7,22251.073708919605
4112,21345.8,22243.561064032303
4113,21191.1,22234.826947318343
4114,21287.1,22226.96199339869
4115,20953.2,22216.391354449326
4116,21089.0,22207.035409599124
4117,21604.6,22202.03594561905
4118,21578.4,22196.86054358072
4119,21382.8,22190.104854422374
4120,21390.0,22183.464980111814
4121,21232.1,22175.569835048645
4122,21095.5,22166.606599903014
4123,20879.5,22155.925217331205
4124,20851.2,22145.09762216663
4125,20960.1,22135.263617003424
4126,20885.6,22124.892964580158
4127,20713.1,22113.17684039277
4128,20580.0,22100.4533811364
4129,20405.0,22086.383228595852
4130,20458.5,22072.873824209168
4131,20309.0,22058.23586716179
4132,20424.5,22044.67789316045
4133,20359.6,22030.693844254554
4134,20103.5,22014.70053434373
4135,20091.6,21998.74119380976
4136,20226.2,21984.031308383954
4137,20415.7,21971.016110804005
4138,20410.4,21958.06493975999
4139,20497.5,21945.944068890614
4140,20352.6,21932.721296534677
4141,20715.4,21922.619045111154
4142,20685.9,21912.355816521023
4143,20075.4,21897.11136991089
4144,20310.8,21883.946960202087
4145,20255.4,21870.432047669292
4146,20210.0,21856.6525286015
4147,20103.0,21842.09939558406
4148,19871.8,21825.748363255563
4149,19995.3,21810.55792040697
4150,20088.4,21796.26615343264
4151,19977.4,21781.171828507886
4152,20407.4,21769.771232420684
4153,20366.6,21758.126657877776
4154,20350.1,21746.44178934767
4155,20202.9,21733.632313917402
4156,20345.5,21722.112543677424
4157,20338.0,21710.626132526573
4158,20537.6,21700.89147582511
4159,20446.2,21690.479098432366
4160,20560.5,21681.10167852836
4161,20738.7,21673.2809177107
4162,20685.8,21665.08605532306
4163,20629.5,21656.49198017515
4164,20553.7,21647.340179509796
4165,20452.1,21637.421173870713
4166,20598.0,21628.795272012863
4167,20339.9,21618.099045689105
4168,20275.8,21606.95963452156
4169,20305.9,21596.16245913134
4170,20418.9,21586.392646192493
4171,20900.5,21580.70059103737
4172,20805.9,21574.270710613826
4173,20676.4,21566.819501397113
4174,20983.4,21561.97784578386
4175,21096.6,21558.115788972373
4176,20999.4,21553.479143420733
4177,21038.4,21549.2046277077
4178,21164.1,21546.00873868108
4179,21066.3,21542.027753297836
4180,21040.0,21537.86154787628
4181,20908.0,21532.634481088928
4182,20834.4,21526.840004067446
4183,20903.9,21521.670377477676
4184,21039.9,21517.672283058775
4185,20816.7,21511.855085688992
4186,20983.5,21507.470396181197
4187,21165.0,21504.628318204588
4188,21206.4,21502.15339440206
4189,21188.3,21499.548801917394
4190,21118.1,21496.383251694017
4191,20875.4,21491.229863713153
4192,21032.4,21487.422147001842
4193,20962.9,21483.069266113864
4194,21116.8,21480.029687141967
4195,21241.9,21478.053507165685
4196,21188.3,21475.648913745223
4197,21306.6,21474.24601819547
4198,21296.8,21472.773437131607
4199,21231.2,21470.768678317236
4200,21183.4,21468.38387600755
4201,21319.9,21467.151644671387
4202,21167.0,21464.660759653365
4203,21295.0,21463.25278654421
4204,21226.3,21461.28637337787
4205,21208.0,21459.184411773072
4206,21296.9,21457.837653169147
4207,21495.5,21458.150203765254
4208,21383.1,21457.527380497493
4209,21423.1,21457.241676095022
4210,21425.1,21456.974940193817
4211,21329.1,21455.913737370633
4212,21142.7,21453.314453243074
4213,21159.0,21450.872009647697
4214,21120.0,21448.126183841494
4215,20958.9,21444.066215510862
4216,21042.1,21440.730396295006
4217,21087.6,21437.799853587167
4218,21226.1,21436.043008329183
4219,21195.5,21434.04680079118
4220,21214.3,21432.22317588835
4221,21508.1,21432.852859076
4222,21424.0,21432.779391365828
4223,21481.9,21433.187031271504
4224,21461.2,21433.419504041038
4225,21387.9,21433.04174882078
4226,21346.2,21432.32107040733
4227,21415.1,21432.17815695997
4228,21414.6,21432.032280138726
4229,21431.7,21432.029522627203
4230,21470.5,21432.348779700835
4231,21390.1,21431.998167421163
4232,21444.9,21432.1052365712
4233,21405.4,21431.883616350693
4234,21410.1,21431.70283945152
4235,21699.5,21433.92522252661
4236,21447.3,21434.03621653054
4237,21395.1,21433.713094401657
4238,21403.0,21433.458213950194
4239,21314.2,21432.46851922862
4240,21344.2,21431.73600039685
4241,21251.4,21430.239436078205
4242,21177.3,21428.140353621126
4243,21273.6,21426.857861059954
4244,21388.9,21426.542858063607
4245,21372.2,21426.09187998839
4246,21136.9,21423.69194737438
4247,21029.1,21420.41732540447
4248,21039.9,21417.25950527663
4249,21079.9,21414.459841332427
4250,21123.4,21412.044406964524
4251,21160.9,21409.96022101461
4252,21235.9,21408.515737852664
4253,21173.0,21406.561250401603
4254,21258.0,21405.328376954287
4255,21354.9,21404.909884199482
4256,21476.5,21405.503993044298
4257,21443.0,21405.815163226504
4258,21428.3,21406.0017593823
4259,21298.2,21405.10713897249
4260,21231.6,21403.66724570301
4261,20729.9,21398.075816278088
4262,20806.0,21393.162324026816
4263,20744.0,21387.77508482327
4264,20746.4,21382.452470011463
4265,20711.9,21376.88771922299
4266,20812.1,21372.200684208692
4267,20845.8,21367.832213800324
4268,20905.9,21363.998751445135
4269,20789.1,21359.227807449737
4270,20801.9,21354.60268041696
4271,20730.0,21349.41925568321
4272,20760.7,21344.533618706584
4273,20609.6,21338.434584526447
4274,20632.0,21332.572056854027
4275,20722.6,21327.510048083455
4276,20758.3,21322.78631324459
4277,20730.0,21317.866924752932
4278,20848.1,21313.96844404959
4279,20868.2,21310.269120862456
4280,21102.0,21308.540746415467
4281,21050.0,21306.395180055173
4282,21014.1,21303.969493913635
4283,20987.9,21301.346510561656
4284,20942.6,21298.369361096415
4285,21044.4,21296.26173154375
4286,20840.5,21292.47947651019
4287,20595.4,21286.694584588946
4288,20701.8,21281.840687621403
4289,20622.4,21276.36815079467
4290,20341.5,21268.609908879364
4291,20246.6,21260.12849884717
4292,20269.0,21251.903366076654
4293,20384.0,21244.70084851585
4294,20300.8,21236.86764645348
4295,20268.6,21228.83223030034
4296,20283.2,21220.984659924405
4297,20345.1,21213.715907559887
4298,20335.3,21206.426148990926
4299,20275.9,21198.703940285606
4300,20297.1,21191.221749909793
4301,20177.7,21182.810781030872
4302,19937.8,21172.47874135427
4303,20080.6,21163.417506986185
4304,19985.8,21153.64474759211
4305,20056.9,21144.54313142952
4306,20087.0,21135.766839882388
4307,20096.9,21127.1455383066
4308,20002.5,21117.812380312353
4309,20074.1,21109.150866782787
4310,20115.1,21100.90148199621
4311,20076.3,21092.39856513317
4312,20012.8,21083.439240941192
4313,20078.0,21075.0953468255
4314,20044.1,21066.539368843543
4315,20214.1,21059.465183209988
4316,20215.9,21052.464642270486
4317,20285.9,21046.10310996949
4318,20204.8,21039.121341422026
4319,20109.9,21031.409960995286
4320,20027.8,21023.081247626033
4321,20008.4,21014.660656359425
4322,20073.7,21006.85185423196
4323,20062.6,20999.015739259085
4324,20039.5,20991.05295304117
4325,19990.1,20982.746289530456
4326,19408.6,20969.682834845556
4327,19423.5,20956.85144202526
4328,19226.0,20942.48752964331
4329,19139.2,20927.52248790353
4330,19093.1,20912.2990647674
4331,19088.7,20897.165462570163
4332,19193.1,20883.023840474143
4333,18855.4,20866.19708661129
4334,19108.9,20851.613708299163
4335,19133.5,20837.355503251038
4336,19128.5,20823.174129780076
4337,19092.9,20808.815008371115
4338,18962.1,20793.489572617
4339,18921.3,20777.952729690718
4340,18742.9,20761.064325294945
4341,18812.6,20744.89449686926
4342,18885.0,20729.45968776661
4343,19923.5,20722.77122562747
4344,20288.9,20719.17063454343
4345,20411.5,20716.617351269208
4346,20292.4,20713.096875325067
4347,19720.1,20704.856237355565
4348,19399.7,20694.02506526133
4349,19457.1,20683.760126960406
4350,19390.8,20673.030167400568
4351,19566.1,20663.844024932514
4352,19515.9,20654.317518501543
4353,19415.0,20644.032725816884
4354,19062.5,20630.90797290554
4355,19180.0,20618.867242839933
4356,19275.1,20607.71564746367
4357,19440.4,20598.028380679738
4358,19400.1,20588.087066317254
4359,19279.5,20577.227422613378
4360,19334.9,20566.91765147136
4361,19474.0,20557.847795442554
4362,19425.0,20548.44656892436
4363,19380.1,20538.750746775608
4364,19424.8,20529.50634223805
4365,19389.3,20520.04404894147
4366,19292.0,20509.852812020796
4367,19272.0,20499.58017457664
4368,19168.8,20488.536355700486
4369,19220.1,20478.009912914593
4370,19189.9,20467.320204093725
4371,19121.7,20456.15323144564
4372,19189.0,20445.63743699381
4373,19229.9,20435.548329632864
4374,19209.3,20425.371994947112
4375,19119.9,20414.538202457927
4376,19104.1,20403.6631966284
4377,19163.4,20393.37055599248
4378,19232.7,20383.73843519586
4379,19188.6,20373.82027390793
4380,19335.6,20365.20433802488
4381,19257.1,20356.008451402267
4382,19274.0,20347.029128154114
4383,19219.9,20337.675359455738
4384,19281.5,20328.910418713367
4385,19290.7,20320.29456461616
4386,19310.0,20311.910377357937
4387,19263.6,20303.210706176542
4388,19256.0,20294.52016089707
4389,19345.0,20286.64032553693
4390,19321.1,20278.62754275239
4391,19240.9,20270.015695924572
4392,19237.2,20261.444611311093
4393,19181.6,20252.48324524212
4394,19255.4,20244.208695489073
4395,19254.6,20235.996175194556
4396,19234.1,20227.681684114104
4397,19034.5,20217.77976142436
4398,19141.2,20208.84548954532
4399,19127.8,20199.874157681876
4400,19007.6,20189.97976633182
4401,19031.6,20180.36665623778
4402,19064.6,20171.107181912157
4403,19080.0,20162.052350526996
4404,19063.3,20152.934073759137
4405,18969.1,20143.10972459931
4406,19068.8,20134.194291200147
4407,19035.3,20125.07483650139
4408,19148.1,20116.967161509678
4409,19212.6,20109.4620398374
4410,19227.4,20102.142022909287
4411,19483.3,20097.006404461907
4412,19433.5,20091.500127246458
4413,19289.8,20084.847014157276
4414,19292.2,20078.2690306373
4415,19305.9,20071.85932913824
4416,19255.0,20065.080413543732
4417,19215.4,20058.029123804783
4418,19066.1,20049.79734684375
4419,19094.0,20041.865418654175
4420,19115.3,20034.17607908028
4421,19130.1,20026.673373029822
4422,19093.6,20018.9300255358
4423,19115.2,20011.43019129899
4424,19136.1,20004.166040333854
4425,19358.1,19998.80449643067
4426,19458.1,19994.31732218643
4427,19794.2,19992.656597520985
4428,19699.4,19990.222932811266
4429,19523.3,19986.3480537008
4430,19601.0,19983.150144541458
4431,19792.4,19981.567155790075
4432,19733.3,19979.50684744327
4433,19887.8,19978.745794767394
4434,19919.2,19978.25163879422
4435,19823.9,19976.970712331196
4436,19774.4,19975.289627581562
4437,19946.7,19975.052369261382
4438,20153.0,19976.52911308494
4439,20226.6,19978.604390154775
4440,20384.1,19981.969498950173
4441,20291.5,19984.538216801207
4442,20167.2,19986.054082221945
4443,20302.8,19988.68267904998
4444,20265.0,19990.975768850396
4445,20288.3,19993.443189855785
4446,20377.4,19996.629553425446
4447,20207.7,19998.38117538872
4448,19884.7,19997.43776314483
4449,19758.4,19995.45404726811
4450,19731.9,19993.26687675136
4451,19514.3,19989.292047898653
4452,19364.9,19984.11037115261
4453,19394.1,19979.21401952479
4454,19453.4,19974.850417703008
4455,19507.0,19970.967841622485
4456,19539.3,19967.38553588288
4457,19691.9,19965.099348863107
4458,20107.1,19966.27777750325
4459,20392.8,19969.817381009445
4460,20455.9,19973.851261664968
4461,20367.0,19977.11390679638
4462,20431.2,19980.882256117573
4463,20170.0,19982.451697975517
4464,20254.4,19984.708530357464
4465,19870.1,19983.75742222172
4466,19855.2,19982.690555647267
4467,19940.4,19982.339596679238
4468,20091.0,19983.241342764886
4469,20040.9,19983.719837845674
4470,20084.4,19984.555357863555
4471,20150.9,19985.935811325267
4472,20173.2,19987.48987098232
4473,20192.3,19989.1895401028
4474,20125.0,19990.316597861285
4475,20098.7,19991.21604518194
4476,20143.9,19992.483131943918
4477,20219.9,19994.370408857245
4478,20188.5,19995.98144280864
4479,20140.1,19997.177447432634
4480,20291.9,19999.6232777444
4481,20256.1,20001.75171527349
4482,20373.8,20004.839252906077
4483,20319.8,20007.453035039634
4484,20390.0,20010.627698649263
4485,20343.6,20013.390954262133
4486,20506.2,20017.480655886517
4487,20554.1,20021.933928451774
4488,20523.4,20026.095472614
4489,20503.9,20030.060655413887
4490,20413.0,20033.23857528597
4491,20474.0,20036.89634644542
4492,20411.3,20040.003430707286
4493,20295.7,20042.125393937928
4494,20332.1,20044.531822204004
4495,20432.8,20047.75396475833
4496,20514.3,20051.625716088136
4497,20552.0,20055.778199772052
4498,20492.9,20059.405766578922
4499,20504.3,20063.097834906068
4500,20422.2,20066.077935861205
4501,20532.5,20069.94865838518
4502,20908.7,20076.909250431774
4503,20881.9,20083.589671590016
4504,21085.0,20091.900130746944
4505,20899.6,20098.603034226224
4506,21343.1,20108.930809875797
4507,21797.8,20122.946321827036
4508,21612.5,20135.307763139677
4509,21655.7,20147.925126101174
4510,21617.7,20160.122427959257
4511,21613.4,20172.18282274798
4512,21710.1,20184.94562089945
4513,22133.0,20201.112047282026
4514,21984.0,20215.90779792699
4515,22119.7,20231.706903338385
4516,21976.3,20246.184854348023
4517,21836.2,20259.380000784968
4518,21823.0,20272.35610036352
4519,21791.3,20284.961443928965
4520,21431.5,20294.476286717938
4521,21564.8,20305.018392222355
4522,21529.9,20315.18338481802
4523,21577.7,20325.660701126588
4524,21371.3,20334.338205681554
4525,21264.7,20342.059050447682
4526,21754.9,20353.783871605792
4527,21947.3,20367.00807184143
4528,21682.9,20377.928336805402
4529,21748.9,20389.305695006187
4530,21727.6,20400.411871811113
4531,21805.6,20412.073184078243
4532,21850.2,20424.007846451037
4533,21695.9,20434.562968057253
4534,21769.5,20445.641283675035
4535,21587.9,20455.120609121717
4536,21538.3,20464.10964970992
4537,21502.6,20472.727826890754
4538,21580.4,20481.920127082532
4539,21605.9,20491.247760882678
4540,21544.8,20499.990932991535
4541,21511.6,20508.38602898331
4542,21550.7,20517.03593745648
4543,21644.7,20526.394145444396
4544,21715.9,20536.265563324527
4545,21647.7,20545.48908562059
4546,21725.5,20555.281707316684
4547,21437.4,20562.602191073394
4548,21505.1,20570.4237496537
4549,21553.4,20578.581228909687
4550,21585.1,20586.934081781805
4551,21538.7,20594.832554132165
4552,21683.5,20603.867138745176
4553,21872.4,20614.39438240704
4554,21744.0,20623.76870288499
4555,21613.3,20631.980580869345
4556,21671.1,20640.60397853848
4557,21697.8,20649.377389504967
4558,21622.3,20657.451436065094
4559,21580.0,20665.107440745054
4560,21366.6,20670.928955759617
4561,21407.5,20677.041578533393
4562,21300.6,20682.216337217767
4563,21288.6,20687.248566784427
4564,21268.3,20692.07057037958
4565,21350.0,20697.53056564614
4566,21290.9,20702.454793317127
4567,21329.9,20707.66180748047
4568,21318.0,20712.726854721295
4569,21317.9,20717.749038499544
4570,21269.5,20722.327884653074
4571,21296.1,20727.089478971306
4572,21301.6,20731.857201137518
4573,21075.3,20734.70734884592
4574,20856.1,20735.714756739315
4575,20892.5,20737.015879090024
4576,20923.0,20738.55931577807
4577,20892.5,20739.836831829703
4578,20838.0,20740.651463930702
4579,20913.1,20742.08257211385
4580,20975.0,20744.0154968266
4581,21028.7,20746.37802382389
4582,20830.0,20747.07198213241
4583,20853.8,20747.95769182426
4584,20804.1,20748.423603095427
4585,20545.1,20746.736270289657
4586,20543.6,20745.05049211298
4587,20540.0,20743.348828278016
4588,20522.0,20741.51190854127
4589,20498.1,20739.491892702754
4590,20390.0,20736.59154504547
4591,20429.3,20734.041407742192
4592,20522.6,20732.286707263003
4593,20542.9,20730.715033343808
4594,20522.4,20728.986277880373
4595,20465.0,20726.79552038759
4596,20580.9,20725.584769181052
4597,20367.1,20722.609791843453
4598,20379.4,20719.76157780326
4599,20430.1,20717.35774728207
4600,20410.6,20714.812039835746
4601,20606.0,20713.90903535578
4602,20561.1,20712.640910581045
4603,20499.8,20710.874595970414
4604,20424.6,20708.49887318228
4605,20230.3,20704.530417803177
4606,19998.3,20698.66958446041
4607,19954.3,20692.492243510533
4608,19805.1,20685.127992527043
4609,19883.0,20678.471328688644
4610,19961.1,20672.518039653885
4611,19934.3,20666.391748868376
4612,19995.7,20660.825842238763
4613,19944.7,20654.88288919114
4614,19837.4,20648.09879882441
4615,19722.9,20640.420800493917
4616,19765.1,20633.156727460773
4617,19597.6,20624.562895697614
4618,19609.9,20616.14245672917
4619,19765.1,20609.079863727267
4620,19862.0,20602.88003083327
4621,19778.0,20596.034553398968
4622,19907.5,20590.32057370271
4623,19876.9,20584.400071016382
4624,19893.0,20578.662311090935
4625,19867.4,20572.75971929765
4626,19723.1,20565.70860129518
4627,19383.6,20555.898571408914
4628,19449.5,20546.716840525853
4629,19338.2,20536.687655127298
4630,19368.9,20526.99647126732
4631,19322.9,20517.00396943108
4632,19417.2,20507.87696553539
4633,19417.2,20498.825704410618
4634,19497.9,20490.519267029616
4635,19462.7,20481.989646556343
4636,19471.0,20473.599690983265
4637,19508.9,20465.59388441909
4638,19537.4,20457.891030606483
4639,19699.5,20451.597329107673
4640,19842.4,20446.541749613007
4641,19797.6,20441.156340902526
4642,19778.7,20435.658777907487
4643,19833.0,20430.657460248505
4644,19153.4,20420.05781327549
4645,19282.4,20410.616669596853
4646,19564.5,20403.594954496468
4647,19445.1,20395.640639521393
4648,19620.6,20389.208766994245
4649,19875.3,20384.943963948648
4650,19837.1,20380.397541011316
4651,19644.7,20374.29216722699
4652,19661.3,20368.375219781123
4653,19911.4,20364.58289430576
4654,19833.7,20360.1772271331
4655,20220.1,20359.014760517886
4656,20295.1,20358.48434756753
4657,20267.9,20357.73261024332
4658,20250.0,20356.838563685287
4659,20215.3,20355.663969795783
4660,20076.3,20353.345596602456
4661,20106.9,20351.300404929407
4662,20018.4,20348.537745967336
4663,19981.3,20345.490129818234
4664,19759.0,20340.622991811444
4665,19810.4,20336.222801008033
4666,19772.3,20331.542943738255
4667,19728.0,20326.5342886035
4668,19773.0,20321.940643054924
4669,19755.0,20317.23574145281
4670,19884.9,20313.64789297602
4671,20379.3,20314.192723739703
4672,20213.3,20313.355439725266
4673,20723.2,20316.756639395597
4674,20685.0,20319.812600894387
4675,20602.9,20322.16187391601
4676,20672.5,20325.06924425696
4677,20471.0,20326.280287873084
4678,20495.3,20327.682941085754
4679,20578.6,20329.765240329853
4680,20388.6,20330.253495596826
4681,20620.1,20332.658860778596
4682,20480.9,20333.8890777016
4683,20601.4,20336.10908535553
4684,20535.9,20337.767101244695
4685,20654.0,20340.391440653453
4686,20591.9,20342.478648614837
4687,20823.4,20346.46969717405
4688,20856.3,20350.700654043972
4689,20888.0,20355.15956977805
4690,20859.1,20359.341648037152
4691,20764.2,20362.701468385392
4692,20975.7,20367.788593129084
4693,20851.6,20371.80362555125
4694,20880.1,20376.021852725095
4695,20785.1,20379.41669212157
4696,20745.1,20382.451408369525
4697,20778.3,20385.736458922474
4698,21027.4,20391.061467562122
4699,21156.7,20397.415314304344
4700,20923.2,20401.77867269186
4701,20956.5,20406.382169184042
4702,20879.5,20410.308458236457
4703,20823.1,20413.734114184703
4704,20678.7,20415.933001203917
4705,20709.4,20418.36841198231
4706,20695.8,20420.670748812332
4707,20727.3,20423.215389901026
4708,20736.4,20425.81443230849
4709,20589.7,20427.1744785134
4710,20541.3,20428.121578276776
4711,20541.0,20429.05832866452
4712,20600.0,20430.476931746143
4713,20607.2,20431.94351322543
4714,20622.5,20433.524894858412
4715,20604.6,20434.944605274526
4716,20686.1,20437.028882409177
4717,20827.8,20440.271796248104
4718,20805.7,20443.304395449366
4719,20935.0,20447.38485689792
4720,21454.3,20455.74099916433
4721,21240.0,20462.24937261525
4722,21285.5,20469.08132802923
4723,21184.3,20475.016752692893
4724,21201.2,20481.04316968299
4725,21188.4,20486.913350847448
4726,21284.6,20493.53315706448
4727,21183.5,20499.25902298096
4728,21285.0,20505.77969498942
4729,21150.8,20511.132560591166
4730,21154.2,20516.46921983937
4731,21314.1,20523.08856241332
4732,21252.8,20529.1442589908
4733,21348.7,20535.945551447312
4734,21566.3,20544.496210771402
4735,21460.0,20552.09375259073
4736,21448.1,20559.529489083754
4737,21360.1,20566.17322776356
4738,21377.8,20572.90871964934
4739,21450.7,20580.193294590008
4740,21375.4,20586.792520361047
4741,21109.0,20591.126192391246
4742,21194.0,20596.129294529077
4743,21158.0,20600.792121960374
4744,21142.6,20605.288452898465
4745,20912.5,20607.837926318396
4746,20965.9,20610.809395809527
4747,21020.9,20614.21263733808
4748,20928.2,20616.818341592538
4749,21012.1,20620.098687305464
4750,20995.8,20623.216540522848
4751,20794.4,20624.637150145067
4752,20815.4,20626.220244334734
4753,20969.6,20629.06986886308
4754,21323.2,20634.83028488911
4755,21274.0,20640.134597877583
4756,21286.2,20645.49613648441
4757,21851.9,20655.507786804043
4758,22189.3,20668.236352888656
4759,22243.4,20681.30825037506
4760,22283.1,20694.60112796531
4761,22232.0,20707.35962482867
4762,22199.8,20719.745022132996
4763,22130.0,20731.44838294517
4764,22280.8,20744.30607271326
4765,22130.8,20755.81224638369
4766,22205.4,20767.842020272623
4767,22674.2,20783.662418444637
4768,22194.7,20795.37227389323
4769,21875.2,20804.333499836026
4770,21831.4,20812.856873281373
4771,21614.8,20819.512002963686
4772,21488.8,20825.0662602005
4773,21655.9,20831.961146007965
4774,21782.9,20839.852754754786
4775,22423.9,20852.99837504728
4776,22337.9,20865.321210109127
4777,22053.3,20875.17995525345
4778,22094.6,20885.299623674582
4779,21897.9,20893.702946299687
4780,21887.1,20901.946905251556
4781,21990.0,20910.97639151503
4782,21753.7,20917.969948431917
4783,21761.0,20924.96604844493
4784,21918.2,20933.208653852027
4785,21896.8,20941.205262533753
4786,21997.1,20949.96787446293
4787,21967.6,20958.412954342904
4788,22167.9,20968.450191236327
4789,22313.6,20979.613260188722
4790,22617.2,20993.203191639437
4791,23116.2,21010.821422414214
4792,23227.1,21029.213775755175
4793,23450.0,21049.303287989573
4794,23399.9,21068.810314645263
4795,23391.5,21088.08574771875
4796,23295.6,21106.40536806963
4797,23638.1,21127.41528202756
4798,23484.9,21146.979470558454
4799,23385.9,21165.559723914816
4800,23033.6,21181.062132844985
4801,23251.3,21198.242530082785
4802,23367.5,21216.244666762595
4803,23433.8,21234.647615586142
4804,23384.0,21252.48456483439
4805,23491.0,21271.061456412528
4806,23775.9,21291.848498268027
4807,23376.7,21309.15017048157
4808,23359.5,21326.165521763884
4809,23517.4,21344.35004025547
4810,23701.1,21363.90813120771
4811,23720.0,21383.460760824248
4812,23796.1,21403.482663224047
4813,23770.4,21423.12513074916
4814,24173.9,21445.95313796286
4815,24153.4,21468.421576651966
4816,23680.1,21486.775754439088
4817,23511.0,21503.574295896025
4818,23753.6,21522.246708378218
4819,23650.6,21539.90939129624
