,time,price,fees,treasury,entry_fee_income,exit_fee_income,LA_exposure,LA_position,funding_payments,bull,liquidations,exits
172,2019-10-27,0.47,127927.19061584596,51790323.29005214,24277.672374040747,35848.10721540685,9587434.729319427,74931552.84393519,146461.73376717043,False,0.0,85.0
173,2019-10-28,0.46,114116.83889907807,51761183.87419531,21044.438670603,31449.307222972908,10074930.892185993,79119639.54981071,143256.25475590536,False,0.0,77.0
174,2019-10-29,0.43,199971.1896223005,51827095.283752955,19136.593099373782,66851.01843821544,7600176.363037534,57344644.31355509,134059.7800646494,False,67.0,112.0
175,2019-10-30,0.45,128459.52279227013,52307921.73879208,22413.707536206282,35393.077720315276,8410460.917674214,65253135.60126804,352366.9322468475,True,0.0,91.0
176,2019-10-31,0.44,138634.5962906148,52308097.426358074,19379.58471764766,41619.63765022286,7918843.998308799,62177799.890031025,138458.90872461832,False,0.0,106.0
177,2019-11-01,0.43,120057.67735689643,52292890.463547386,21705.58970409342,29919.21155937204,8477937.844620492,68608835.4283106,135264.64016758464,False,0.0,79.0
178,2019-11-02,0.43,81543.63201586079,52239308.055596694,19232.52345912961,15831.238307690528,10310505.294171244,81768026.48096682,135126.0399665532,False,0.0,46.0
179,2019-11-03,0.43,73891.75198363813,52178231.752076775,19089.43338280025,12684.019970164147,12320132.66828532,96590611.82715075,134968.05550355723,False,0.0,35.0
180,2019-11-04,0.43,78801.97369935032,52122210.57876363,20749.557825642074,13135.29086507856,14168765.910834108,113081207.63308422,134823.1470125024,False,0.0,36.0
181,2019-11-05,0.43,65428.46447023878,52052994.93450232,21577.150815977402,6557.088906225273,16889940.21743365,134358656.8922293,134644.10873154338,False,0.0,20.0
182,2019-11-06,0.43,47668.1379458225,51966243.361721225,17665.876543681446,2831.422773022229,19277095.591241874,153254197.7726599,134419.7107269162,False,0.0,7.0
183,2019-11-07,0.45,294988.9469229884,52895156.02235506,18454.930231755337,114290.09588358946,14830967.50043254,117393280.31682259,633923.713710842,True,0.0,260.0
184,2019-11-08,0.43,67399.03656124684,52825911.6668643,19625.5398777189,9356.045843617241,16473202.473557679,129556634.86129357,136643.39205200406,False,0.0,29.0
185,2019-11-09,0.41,196218.2968174597,52891695.5239711,20538.050406067294,59911.45128909118,14242968.002507042,112045775.06472272,130434.43971065713,False,18.0,161.0
186,2019-11-10,0.4,216810.98759293224,52981046.09593628,19314.736136092415,67409.65890108049,11815237.311306411,91325334.63959654,127460.4156277537,False,28.0,163.0
187,2019-11-11,0.39,218669.232836358,53075227.99490331,18293.598105796176,66987.40270038345,9321280.242637621,69554889.42181745,124487.33386932798,False,69.0,132.0
188,2019-11-12,0.37,172791.00266045122,53129808.39538917,17079.00043638293,46853.67054798402,7472003.100222822,57409816.829612195,118210.60217459156,False,87.0,89.0
189,2019-11-13,0.36,138194.73648914226,53152944.245113455,17502.64970906045,32247.455427030767,7686819.158095859,57773369.59679863,115058.88676485713,False,44.0,83.0
190,2019-11-14,0.37,105736.82135414571,53571785.55745529,18537.02438119225,20585.599519841664,9038217.097625848,70519029.50173114,313104.49098768627,True,0.0,65.0
191,2019-11-15,0.37,102515.16716926935,53555143.777015895,19459.04624342328,18471.565609206376,10377316.453010242,84334250.36500153,119156.94760866652,False,0.0,57.0
192,2019-11-16,0.36,127199.36557780852,53566389.2814057,15508.621396000312,30283.15021201075,10053687.82453144,82564732.81496443,115953.8611880024,False,0.0,88.0
193,2019-11-17,0.36,110926.59373189475,53561372.872847304,17603.864548092126,22329.709195389984,11308793.300364468,91507802.190516,115943.00229029721,False,0.0,65.0
194,2019-11-18,0.37,147388.59090042562,54126381.71765382,18182.33175661115,36351.446876546324,11568374.49919597,94058615.7446132,417620.2539060826,True,0.0,102.0
195,2019-11-19,0.34,211466.16522453836,54226998.673197284,17326.704574760017,54571.79160158303,9228756.531654242,71786372.04500365,110849.20968107186,False,39.0,133.0
196,2019-11-20,0.31,254384.43870176873,54380047.73931092,14720.716004368365,64138.45999317994,5326427.6226273365,37470806.212971315,101335.37258813225,False,204.0,111.0
197,2019-11-21,0.31,66723.26903682115,54345500.01427221,14894.254005166731,5789.959396247826,7714583.046878427,56824474.45013717,101270.9940755268,False,0.0,26.0
198,2019-11-22,0.29,153890.5823980555,54404561.657032065,14472.31796689452,30155.950928541573,6851032.1981350845,52114142.25988002,94828.93963820627,False,43.0,96.0
199,2019-11-23,0.25,218589.35865155738,54541216.289160095,12810.028908122593,41837.31075476675,3812854.721516058,28708731.768271547,81934.72652352543,False,184.0,77.0
200,2019-11-24,0.26,83100.31087708002,54757445.28172064,11643.647925100015,9962.432902940789,5525817.506402594,42669449.25752091,133128.68168346523,True,0.0,45.0
201,2019-11-25,0.25,82954.09403054224,54758138.776687555,12137.155560894049,8601.367946741511,7319417.433081901,56701259.768816695,82260.59906362678,False,0.0,42.0
202,2019-11-26,0.22,219545.41334412002,54905113.64690083,11615.29758201705,36684.693353689356,4667809.640412217,34608360.653768614,72570.5431308418,False,157.0,73.0
203,2019-11-27,0.21,95230.5971456255,54931043.81029896,10472.01811582938,9526.407284751976,5959950.163173405,46627668.764308855,69300.43374749854,False,26.0,42.0
204,2019-11-28,0.21,64483.792479620606,54926233.237999074,9143.064545564177,4398.531875156151,8180643.644052483,63160522.59284719,69294.364779501,False,0.0,26.0
205,2019-11-29,0.26,164402.321772984,55318773.65800807,12487.981486063345,30256.622174912492,9316536.59829123,73121185.33205523,228138.09823601227,True,0.0,101.0
206,2019-11-30,0.28,181802.75885157922,55737542.775350355,13899.386572808009,37005.385905634175,8896245.043168416,70525701.93175754,236966.35849070537,True,0.0,114.0
207,2019-12-01,0.28,125657.74141442889,55769350.33989662,13150.340668347038,22033.82692769305,9275658.302242683,74335393.3683656,93850.17686816484,False,0.0,65.0
208,2019-12-02,0.28,89141.65428958187,55764649.727635965,11982.288639585651,12977.374561497278,10588379.631771524,84145395.79486027,93842.26655023283,False,0.0,41.0
209,2019-12-03,0.26,183087.84295792042,55860459.09998376,12181.490621182696,35421.348547876616,8727369.4203317,67501964.89487319,87278.47061012646,False,22.0,120.0
210,2019-12-04,0.26,94829.95989674385,55867998.80894709,11079.382226572136,13576.407346581265,9616640.225577598,75754231.34349146,87290.25093341358,False,0.0,70.0
211,2019-12-05,0.25,169268.93520447952,55953211.84253533,12251.249090010098,30065.98471110978,8544685.48570529,67277120.5299599,84055.90161622735,False,42.0,111.0
212,2019-12-06,0.25,105612.3878531972,55974735.99404295,11641.141471910845,14761.955491388457,9467856.788328724,75797447.98239312,84088.2363455828,False,0.0,77.0
213,2019-12-07,0.27,181338.9828982885,56382819.072576955,12044.249089259965,36917.27629327793,8753522.345745383,69982745.56657904,226744.09563571613,True,0.0,146.0
214,2019-12-08,0.27,109064.15996905428,56400366.381709285,12739.47112455946,16707.852067085198,9690130.301242322,78104125.3647584,91516.85083672454,False,0.0,63.0
215,2019-12-09,0.27,104390.43579655996,56413219.11146148,11895.548388757605,16289.869276313586,10780661.951373909,85049706.38438953,91537.70604435947,False,0.0,49.0
216,2019-12-10,0.26,149264.17190992273,56474245.809449345,12493.027021800477,26315.65767477944,10292085.801454373,80621252.22906247,88237.47392205939,False,0.0,113.0
217,2019-12-11,0.26,106558.64377914506,56492538.398281455,12204.845917791687,15500.401464786031,11457888.858556634,89187877.58559838,88266.05494703645,False,0.0,62.0
218,2019-12-12,0.26,105971.48390565047,56510216.2067709,12513.862129472005,15038.72368599712,12566474.89483393,98792685.82881653,88293.67541621189,False,0.0,73.0
219,2019-12-13,0.27,191781.69990161888,56994644.12877632,12843.334266333599,38937.7247071035,11484101.505294371,90322908.05672885,292646.22210380156,True,0.0,139.0
220,2019-12-14,0.27,125597.65665948659,57027706.9937434,15312.097317869468,18599.269980191915,12551623.694068369,101457097.55260572,92534.79169240601,False,0.0,75.0
221,2019-12-15,0.26,119229.1367275205,57057786.91010738,12133.630400295622,18865.94514885971,12965966.732241139,102893000.01492915,89149.22036353464,False,0.0,84.0
222,2019-12-16,0.27,128673.0328809314,57533104.64878181,11630.4990675102,23111.219810341277,13466371.056260988,106989106.72638857,346644.705793499,True,0.0,92.0
223,2019-12-17,0.25,190253.37825472574,57636772.989995986,11682.713886837793,35880.63067684364,11371978.63997066,86548784.80645098,86585.03704055482,False,29.0,122.0
224,2019-12-18,0.23,280123.72775130393,57836971.4002768,10359.33522992646,54069.122152873446,6218523.7927964935,43374391.05126043,79925.31747049127,False,219.0,124.0
225,2019-12-19,0.21,151577.75672252174,57915483.585061505,10214.504282168897,21616.82462956067,5218419.043289345,38188638.12857701,73065.57193781914,False,107.0,66.0
226,2019-12-20,0.22,113992.46551615723,58152451.882344976,10287.999664866433,14790.342748688157,6201378.481655735,46581754.45731546,122975.83176731283,True,0.0,72.0
227,2019-12-21,0.24,141006.05524123373,58438502.165423565,11135.242724006132,22706.210533889964,6796202.812368689,50362579.110191226,145044.22783735074,True,0.0,92.0
228,2019-12-22,0.26,132918.56431325973,58751614.32982289,12627.173650884304,21931.653070563232,7510151.027094003,57754359.001943104,180193.60008606248,True,0.0,81.0
229,2019-12-23,0.27,140846.26233409764,59087790.997655354,12788.297018049409,25240.193812156962,7918870.494591099,60287162.190852895,195330.40549836337,True,0.0,90.0
230,2019-12-24,0.28,133716.5333355649,59441431.700365186,13575.421112100155,23865.20822185802,8548482.465239763,65453621.83757898,219924.16937426542,True,0.0,86.0
231,2019-12-25,0.32,159019.81320113648,59861903.194019094,14095.867381438567,36790.472842925104,8909433.371372674,68086375.11790992,261451.6804527741,True,0.0,106.0
232,2019-12-26,0.34,153887.01556731167,60287972.82699731,14888.10412815822,37433.48116472775,8543520.28667154,66711425.83600629,272182.61741090566,True,0.0,90.0
233,2019-12-27,0.35,161471.1870674257,60708896.50018623,15618.713426617238,40896.20204698176,7714203.338786451,61774401.4574979,259452.4861214912,True,0.0,115.0
234,2019-12-28,0.31,169049.35448054393,60764712.87537709,15545.31878137004,36859.98110759858,6524379.935907964,50061773.45521135,113232.9792896802,False,61.0,85.0
235,2019-12-29,0.29,150304.50815351392,60809025.25328326,12453.648210938867,31134.659153580164,5602392.15000894,41463565.47137193,105992.13024734323,False,61.0,80.0
236,2019-12-30,0.31,83311.31588225088,61095220.09501446,12831.226317261497,12995.281606236276,7450395.015025286,54538582.21745972,202883.52584895014,True,0.0,49.0
237,2019-12-31,0.29,88009.75193620674,61076771.02701697,13583.513668263651,11939.314393236304,8307045.482073158,64147302.75409804,106458.81993369415,False,0.0,60.0
238,2020-01-01,0.26,227804.36166224512,61208940.251072876,12277.629244286027,46951.50478789771,5243299.341958505,35976522.672094405,95635.13760633957,False,164.0,85.0
239,2020-01-02,0.23,161063.0208400831,61285312.66739772,12314.65266436643,24729.842128852688,4259638.096486568,31716106.310133856,84690.60451523989,False,134.0,57.0
240,2020-01-03,0.21,119884.30757741726,61327826.42678667,10149.693467177158,15026.011124080465,4779256.843725858,35236012.36786024,77370.54818846867,False,44.0,41.0
241,2020-01-04,0.22,118742.82749361717,61576551.13599104,12322.156119904743,13801.265928691033,6410830.261328503,49235561.25407261,129981.88171075168,True,0.0,62.0
242,2020-01-05,0.24,136375.54899964973,61879179.250422396,12194.864352376551,20535.267407539384,7205212.513516973,57726585.2193435,166252.56543170928,True,0.0,85.0
243,2020-01-06,0.24,99056.53747237366,61888987.128360204,12415.91986934152,11357.649124028158,8892562.199851312,71762200.44294235,89248.65953456848,False,0.0,46.0
244,2020-01-07,0.23,121393.2259721251,61924806.029443346,11173.163591679693,16747.27838190908,9147152.843480982,74858031.36809182,85574.32488897862,False,0.0,79.0
245,2020-01-08,0.22,143685.0964272743,61986560.717584476,10187.910152151997,21422.811061848348,8733486.37862913,70413572.1276056,81930.40828614922,False,14.0,85.0
246,2020-01-09,0.2,228686.64473839113,62140589.06548808,9184.99835527874,36552.330592399485,5647087.207405702,41284420.945520766,74658.29683478746,False,151.0,80.0
247,2020-01-10,0.21,105428.30890125463,62375787.65240727,9661.281644875848,12478.663224387623,6578890.389012163,51496142.070611164,129770.27801794015,True,0.0,73.0
248,2020-01-11,0.21,77982.51178884314,62375078.413789235,9292.607678771737,7083.719796885321,8279311.148984521,65188398.69044231,78691.7504068871,False,0.0,41.0
249,2020-01-12,0.2,104373.35796597683,62404476.4296291,8955.64018044516,11919.031412750206,8990012.47633488,69574500.41416782,74975.34212610626,False,0.0,72.0
250,2020-01-13,0.21,100495.74683735197,62717546.253473565,10199.141046527951,10904.96578931596,10785467.234249648,84354792.46313804,212574.07700710793,True,0.0,60.0
251,2020-01-14,0.2,140882.94134785997,62782999.07978764,9968.907017872983,18207.681251699014,10619399.366278168,82500563.5639997,75430.11503378571,False,0.0,95.0
252,2020-01-15,0.19,182461.88588045788,62893680.34016723,8365.923254843958,26301.835062443042,8985800.647033239,65783445.18480612,71780.62550086163,False,59.0,107.0
253,2020-01-16,0.2,106051.19595512829,63192394.254333116,10011.519947498186,11198.719243527476,10775628.964853585,80276132.58781624,192662.718210759,True,0.0,64.0
254,2020-01-17,0.21,179186.2520158149,63568160.94442392,10784.12555751049,26844.98736581064,10289099.485555436,78008110.34721935,196580.43807499274,True,0.0,125.0
255,2020-01-18,0.21,109091.43814376587,63597019.044565655,10050.597184362718,12858.604825828113,11036595.059263188,86630240.75543046,80233.33800203528,False,0.0,64.0
256,2020-01-19,0.2,136730.3422581103,63657268.88755958,8784.885460154173,18561.182991467882,10404524.003059886,81265726.10669862,76480.49926418853,False,0.0,90.0
257,2020-01-20,0.2,100322.37898319765,63681082.15702292,10000.98513365679,10063.490662982738,11944831.730246222,93688825.61211218,76509.10951985135,False,0.0,56.0
258,2020-01-21,0.2,69533.51460089427,63674114.93281787,9295.039399679443,4611.663520499414,14202432.154035196,111161844.7106865,76500.7388059486,False,0.0,31.0
259,2020-01-22,0.2,85665.0840279252,63683268.28082558,9998.681754966055,7134.335050618985,16156000.41081838,127240630.28482792,76511.73602021496,False,0.0,39.0
260,2020-01-23,0.19,202517.51201440633,63812955.997036144,9310.866667597384,29167.46061513982,13660922.575886277,107002641.8232904,72829.79580383758,False,19.0,163.0
261,2020-01-24,0.19,133609.4420658613,63873666.35450143,8202.372324997654,17183.42166751599,13694234.474153481,105978066.80023685,72899.0846005763,False,0.0,101.0
262,2020-01-25,0.19,124715.71416962979,63925423.913112774,9500.154389970501,14195.831302259161,14599371.138310017,112299747.69192348,72958.15555828501,False,0.0,81.0
263,2020-01-26,0.19,102584.65684887575,63955016.6401919,8660.077232719534,10831.00756856686,15501906.819328824,120838098.87201849,72991.92976975629,False,0.0,63.0
264,2020-01-27,0.19,76201.29375915375,63958222.34550635,9077.866488159223,5400.379326079989,17556018.419860218,137621458.93812174,72995.5884447042,False,0.0,32.0
265,2020-01-28,0.19,69505.79162865937,63954736.527058676,9350.788122857148,3855.312286588131,19926904.43433676,157156016.7790772,72991.6100763339,False,0.0,25.0
266,2020-01-29,0.19,62611.669870463375,63944368.419984646,8493.828135019514,3402.3891403685275,22213807.28232314,175031368.26548576,72979.77694449923,False,0.0,15.0
267,2020-01-30,0.19,66676.60511087909,63938072.43376692,9542.85651859705,3125.6984524699783,24728311.261813935,196031387.45591223,72972.59132860889,False,0.0,15.0
268,2020-01-31,0.19,51314.4308925282,63916438.96363373,8443.614566749564,1306.1273028307946,27308544.401163246,216532837.2331074,72947.90102571176,False,0.0,11.0
269,2020-02-01,0.19,58367.29528774662,63901874.97978631,10381.69936932145,708.0867353504086,30271968.18621078,242921405.65849227,72931.27913517048,False,0.0,6.0
270,2020-02-02,0.19,63887.43086177261,63892841.44149994,11330.950109628937,807.6617541078604,33777459.893953376,271676982.58632123,72920.96914813881,False,0.0,5.0
271,2020-02-03,0.2,516222.2933095026,64876782.95622649,10123.41629537288,93121.04236652765,24335464.768262044,194883008.9237687,467719.2214170448,True,0.0,453.0
272,2020-02-04,0.2,307531.4580610283,65106093.23699038,8840.120540103413,52666.17107210225,19120479.66182037,151150596.43389937,78221.17729714503,False,0.0,247.0
273,2020-02-05,0.2,211912.16760383136,65239623.79810869,8241.962547630928,34140.47097313534,16419034.978921322,129079914.08655754,78381.60648551305,False,0.0,154.0
274,2020-02-06,0.21,251144.591294929,65760715.652231,9624.766963350716,43115.597208584375,13550982.593195304,107121929.69340569,269947.2628273823,True,0.0,206.0
275,2020-02-07,0.22,244038.1940796086,66231896.407898374,10215.457601552875,43472.94509596101,11191920.278964274,86038849.08627564,227142.56158776768,True,0.0,195.0
276,2020-02-08,0.23,206243.96117144075,66637222.956614114,10347.7480634355,37088.363005995874,9248084.198021349,72131372.29865836,199082.5875442971,True,0.0,157.0
277,2020-02-09,0.23,120244.45260872727,66665342.10419811,10883.99588463554,16772.22821537173,9790138.095700778,77561550.07463592,92125.30502472752,False,0.0,75.0
278,2020-02-10,0.22,136506.6770654084,66713670.34087226,10681.818129422298,19349.650824967553,9612309.09491376,76477928.57826695,88178.44039126785,False,0.0,94.0
279,2020-02-11,0.23,142381.05123259846,67079642.44068433,11240.043031873463,21507.598751624188,10296047.399683444,81011249.48531765,223591.0485794767,True,0.0,88.0
280,2020-02-12,0.33,216775.3239843968,67688093.84776132,16222.096403443495,55313.76051140745,12411582.208704093,98908101.79105617,391676.0830925824,True,0.0,133.0
281,2020-02-13,0.26,226531.53055552542,67808678.56272668,13634.886276163992,45263.31166827262,7314210.535649131,60626115.43135157,105946.8155901743,False,97.0,120.0
282,2020-02-14,0.28,163874.14472193684,68174236.89440049,13329.466844847713,32555.293677294605,7647109.716568109,60025055.64043978,201684.18695187772,True,0.0,94.0
283,2020-02-15,0.28,100581.56835516592,68160116.76773824,13759.141211876133,14403.697927570327,9141884.264123017,71734506.08345938,114701.69501742953,False,0.0,42.0
284,2020-02-16,0.26,146922.08906386932,68200479.87618549,12839.966781757477,25359.776374848545,8675830.74238347,66918456.24242448,106558.98061661128,False,13.0,84.0
285,2020-02-17,0.25,173054.37695674048,68270973.95176253,13381.978802827412,29881.615436357708,7986943.9131165715,61227011.633166805,102560.30137971336,False,42.0,99.0
286,2020-02-18,0.24,148267.93307350946,68320718.17652187,11586.651545084469,23997.6523925578,7589000.676652113,57919233.97785174,98523.70831416389,False,51.0,88.0
287,2020-02-19,0.23,136476.95612651788,68362724.20336533,10528.507306997477,20861.192602101637,7342578.111762877,55718782.57503544,94470.92928305476,False,33.0,66.0
288,2020-02-20,0.22,156121.9682191353,68428401.29463796,10045.440755595386,24301.39225261438,6654491.066307731,48511555.51383118,90444.87694649148,False,53.0,86.0
289,2020-02-21,0.23,107411.91331135837,68706246.068036,11618.799100784156,13085.94096082827,7917950.88813729,61751036.26328798,170432.86008667483,True,0.0,64.0
290,2020-02-22,0.25,148731.58792777034,69053509.937447,12079.877517494848,25103.019464447738,8384934.8930976745,66177427.16107237,198532.2814832171,True,0.0,100.0
291,2020-02-23,0.26,159764.15489610683,69431647.62678052,14250.784400458693,27287.895872529083,8530120.591430904,69991517.44788864,218373.5344374126,True,0.0,105.0
292,2020-02-24,0.26,114573.39052868978,69437728.91252221,12843.435243413403,16945.64629404594,9530358.508604154,78396540.71017793,108492.10478700239,False,0.0,66.0
293,2020-02-25,0.25,125069.07446981745,69458453.79001154,13227.680703020584,18039.587914433778,10135074.284649802,83797062.63600925,104344.19698048805,False,0.0,77.0
294,2020-02-26,0.23,226960.27485772723,69589248.19345975,11106.650558475512,41094.21265880175,7613846.289596905,56570567.68833423,96165.8714095196,False,104.0,92.0
295,2020-02-27,0.21,181310.1797199544,69682647.4696295,8638.32799192913,29436.80974926129,5375211.432887897,37175014.35910694,87910.90355020642,False,125.0,75.0
296,2020-02-28,0.23,87526.04320707335,69919118.38244854,10773.675748178573,9357.3141894483,7497824.042401125,53965532.468105,148944.8696119698,True,0.0,47.0
297,2020-02-29,0.22,107246.90735786525,69933930.48762387,10395.979875457915,13198.33974327244,7906575.826600099,60248318.614541054,92434.80218254447,False,0.0,73.0
298,2020-03-01,0.22,92748.577661988,69934243.84891969,11003.272842385046,9401.414243252317,9433370.040960059,74572331.61626579,92435.21636617734,False,0.0,49.0
299,2020-03-02,0.24,204718.67454199714,70326119.9310702,11140.238438466171,37992.24345161314,8400649.113071397,64985210.97517926,187157.40760851628,True,0.0,148.0
300,2020-03-03,0.25,167220.5576692295,70686459.56294402,12828.412017676786,28976.727399630592,8118709.364908574,64373024.73486805,193119.07420460414,True,0.0,121.0
301,2020-03-04,0.24,112596.91091766483,70697105.83253933,11909.917782457502,15113.340837782056,8988145.953803608,70867369.0862368,101950.64132236084,False,0.0,63.0
302,2020-03-05,0.24,98733.7252518372,70693893.54882796,11293.993342627662,12402.100717813262,10279369.725033144,81477666.96898896,101946.0089632193,False,0.0,52.0
303,2020-03-06,0.24,75767.60088010566,70667752.83765249,11622.545897910877,6561.678313314481,12307385.148469811,98856222.67993404,101908.3120555796,False,0.0,31.0
304,2020-03-07,0.24,55178.22547169669,70621090.04239328,9812.482518990035,3430.2915942171717,14551020.361336216,115725674.18385372,101841.02073089882,False,0.0,17.0
305,2020-03-08,0.24,60571.81126188498,70579880.2605859,10741.97619722388,3795.2585056285156,16909830.56023635,134151396.98470709,101781.59306926346,False,0.0,13.0
306,2020-03-09,0.21,423699.2193651049,70914114.96980627,10525.486642938375,78451.34942373366,7435249.358681093,49048691.24512239,89464.51014473826,False,327.0,171.0
307,2020-03-10,0.21,81685.50452752574,70906345.76573613,9851.219750580332,7302.736200200074,8697615.996274803,63810242.793884985,89454.70859766057,False,0.0,57.0
308,2020-03-11,0.21,63049.502874959944,70879973.83057263,9612.12951780607,3628.2660859355183,10724976.863137428,82376901.06730954,89421.43803844997,False,0.0,35.0
309,2020-03-12,0.2,157743.29681599513,70952471.86683576,9309.747051997803,22238.912311201224,9394032.134154912,73929918.73366874,85245.26055286636,False,55.0,94.0
310,2020-03-13,0.16,286364.9669774253,71170447.55045272,8378.91531565359,37439.47940073446,3442123.297529081,26828858.784704875,68389.28336046067,False,322.0,105.0
311,2020-03-14,0.16,47718.16978358659,71149796.28114489,7505.15166743812,129.75549793573455,6489613.7588340705,50079714.779924415,68369.43909142686,False,0.0,3.0
312,2020-03-15,0.15,108121.84416670614,71193785.99899882,7015.824530624784,9202.452094381137,7266323.102237273,54998394.21762652,64132.126312780434,False,10.0,66.0
313,2020-03-16,0.14,148294.17226245586,71282152.82391742,6439.968521704608,14321.215595039217,6675884.417102601,48758122.90377881,59927.34734385948,False,69.0,59.0
314,2020-03-17,0.14,77605.76607261282,71299816.39277445,6903.531831475482,3961.2754186903144,8865570.335213186,66339887.625672825,59942.19721559163,False,0.0,39.0
315,2020-03-18,0.14,65161.08098329112,71305030.89267978,6363.90656143314,2758.6447762276175,10935060.986590717,84141973.95895615,59946.58107795651,False,0.0,25.0
316,2020-03-19,0.13,194580.69267236622,71443841.88831557,5984.495556926396,19310.994490481215,8704147.953842103,64012595.69914089,55769.69703657468,False,62.0,121.0
317,2020-03-20,0.15,173502.17568936455,71732968.25833249,6750.104018496503,19275.22233490818,8522418.522744432,64235663.51530394,115624.1943275471,True,0.0,124.0
318,2020-03-21,0.14,94254.92663483659,71766888.31749195,6585.649810187554,6610.039918689571,9425280.22541364,71669821.12919834,60334.867475372565,False,2.0,49.0
319,2020-03-22,0.14,69493.05033136263,71776038.80747434,5731.206112779767,3997.820933611002,11051751.492900549,84999448.43624927,60342.560348971594,False,0.0,34.0
320,2020-03-23,0.13,168296.75203585625,71888218.97777379,6214.845780544519,15663.731984116792,9457527.331336623,72708750.75640887,56116.58173641797,False,50.0,112.0
321,2020-03-24,0.14,102904.888777491,72142119.06413952,6963.149090439866,7443.535338408874,11765828.027182674,89878093.8025229,150995.19758823852,True,0.0,52.0
322,2020-03-25,0.15,205065.7178920342,72495177.62500507,7437.343584769551,23322.514099035576,10791686.916255374,82218246.09639946,147992.842973519,True,0.0,159.0
323,2020-03-26,0.15,131055.92068707186,72560869.93550101,6871.700506378017,12786.687596682761,10990525.233227212,83812768.45652156,65363.61019112292,False,0.0,83.0
324,2020-03-27,0.15,112392.75213895482,72607856.75122109,6929.341674611893,9929.571146231328,11619124.580051223,90361288.79484233,65405.93641887597,False,0.0,65.0
325,2020-03-28,0.14,128141.25273012681,72674899.7656279,6248.0096920405485,11691.765690177208,11050625.742326189,85773370.18572885,61098.23832331904,False,3.0,94.0
326,2020-03-29,0.14,116151.3198711891,72729906.60258727,7476.756051548371,8784.428730418103,12477545.868740685,96789590.49408354,61144.48291181925,False,0.0,63.0
327,2020-03-30,0.14,100711.20142204617,72769440.08505395,6902.058593275792,7197.509605810673,13942735.358646916,108587104.0311209,61177.71895536783,False,0.0,53.0
328,2020-03-31,0.14,78118.83721816362,72786366.97277741,6030.1150970728995,4906.52211347001,15583901.506495496,121361582.74661335,61191.949494708584,False,0.0,41.0
329,2020-04-01,0.14,62381.52453973016,72787555.5485794,6598.441334926928,2134.972100635295,18082311.852967914,141114994.47736079,61192.9487377464,False,0.0,21.0
330,2020-04-02,0.14,59839.48271656358,72786203.21946967,6477.365661181541,1900.1619191373607,20594698.546441857,160855296.98312104,61191.811826288606,False,0.0,17.0
331,2020-04-03,0.15,292732.40684321517,73326874.6240908,7716.405662371994,36193.455364110276,17530650.530752957,137743887.6544001,247938.99777792013,True,0.0,259.0
332,2020-04-04,0.15,228178.5782697612,73488853.65447845,7617.406152222124,26609.380588242057,15016744.035300177,118786273.84807041,66199.54788212452,False,0.0,168.0
333,2020-04-05,0.16,244013.2934962658,73931792.19730523,8086.371263098413,30955.755696304113,12804412.658399398,103606900.69298248,198925.24933052636,True,0.0,190.0
334,2020-04-06,0.16,175810.83845103154,74036459.73684193,8582.648411301907,19547.08574086314,12376242.002333634,99885355.50820228,71143.298914326,False,0.0,115.0
335,2020-04-07,0.18,232825.0744082926,74465530.9406096,8805.583961658574,33102.92943183409,11243646.904469907,90854689.51823181,196246.1293593807,True,0.0,165.0
336,2020-04-08,0.17,197405.2896873696,74586780.03534207,7897.328273831533,25661.5709730213,8994449.891213529,71297038.49463329,76156.19495490291,False,2.0,135.0
337,2020-04-09,0.18,136370.49243677003,74892996.03403243,8936.116798753763,15610.57183986484,9840950.633039625,78632178.8211089,169845.5062535952,True,0.0,80.0
338,2020-04-10,0.18,104074.56819060339,74916073.76597264,7683.069495135461,11050.352779173149,10740064.917537658,84626326.33652247,80996.83625040088,False,0.0,47.0
339,2020-04-11,0.17,144696.13435824425,74984207.91503255,7875.734985632886,16722.607855268638,9827808.0466219,78496719.8152082,76561.98529833752,False,0.0,102.0
340,2020-04-12,0.17,104514.15070634148,75012131.56923184,7874.7246461543255,9892.680973923727,11199866.626337193,87109614.40106837,76590.49650705367,False,0.0,61.0
341,2020-04-13,0.18,146984.21841082524,75340714.67248423,6860.61672813442,19596.54258581412,10872632.091325743,84073557.79702419,181598.8848415723,True,0.0,107.0
342,2020-04-14,0.18,105387.55940693387,75364620.44148073,7901.2497229934015,11068.510970254694,11761165.42220217,90648541.79109657,81481.79041044245,False,0.0,65.0
343,2020-04-15,0.2,210301.47508962764,75771316.8481561,8982.930207029643,33077.36481089589,10429922.139726453,81831221.49406156,196394.93158574778,True,0.0,171.0
344,2020-04-16,0.2,162046.0891043284,75842242.90173571,9358.069503143879,23051.148317721803,9834772.445869185,76412459.854769,91120.03552471251,False,0.0,114.0
345,2020-04-17,0.22,181431.24252581477,76204415.70643397,8731.599869025993,31183.27348665326,8781847.193388728,68462712.9441081,180741.56217244538,True,0.0,143.0
346,2020-04-18,0.22,130274.88128759031,76233928.79614577,10647.038989820261,18013.434893449605,9192774.6734075,72190716.45114322,100761.79157579246,False,0.0,74.0
347,2020-04-19,0.22,86072.87522184844,76219259.2691614,11332.760812469654,7603.271736337004,11000876.312305681,89306909.50637312,100742.40220620525,False,0.0,35.0
